Time,HMR,Current,Voltage,Vibration ,Failure
1/1/2025 0:09,00,2464,590,1.5,N
1/1/2025 0:09,00,2422,602,3.5,N
1/1/2025 0:09,00,2449,590,2.5,N
1/1/2025 0:09,00,2483,592,3.5,N
1/1/2025 0:09,00,2465,600,2.5,N
1/1/2025 0:09,00,2479,592,2.5,N
1/1/2025 0:09,00,2460,604,2.5,N
1/1/2025 0:09,00,2457,604,1.5,N
1/1/2025 0:09,00,2448,607,1.5,N
1/1/2025 0:09,00,2472,596,2.5,N
1/1/2025 0:09,00,2415,607,1.5,N
1/1/2025 0:09,00,2486,610,2.5,N
1/1/2025 0:09,00,2420,602,1.5,N
1/1/2025 0:09,00,2443,610,1.5,N
1/1/2025 0:09,00,2445,604,2.5,N
1/1/2025 0:09,00,2413,608,1.5,N
1/1/2025 0:09,00,2462,607,1.5,N
1/1/2025 0:09,00,2403,598,1.5,N
1/1/2025 0:09,00,2442,601,1.5,N
1/1/2025 0:09,00,2441,596,1.5,N
1/1/2025 0:10,00,2420,607,2.5,N
1/1/2025 0:10,00,2482,608,1.5,N
1/1/2025 0:10,00,2418,602,3.5,N
1/1/2025 0:10,00,2402,597,3.5,N
1/1/2025 0:10,00,2484,590,1.5,N
1/1/2025 0:10,00,2465,602,1.5,N
1/1/2025 0:10,00,2461,608,2.5,N
1/1/2025 0:10,00,2411,601,2.5,N
1/1/2025 0:10,00,2442,606,1.5,N
1/1/2025 0:10,00,2400,603,2.5,N
1/1/2025 0:10,00,2463,603,2.5,N
1/1/2025 0:10,00,2433,608,1.5,N
1/1/2025 0:10,00,2472,591,1.5,N
1/1/2025 0:10,00,2490,597,1.5,N
1/1/2025 0:10,00,2466,609,2.5,N
1/1/2025 0:10,00,2404,597,2.5,N
1/1/2025 0:10,00,2432,593,3.5,N
1/1/2025 0:10,00,2454,593,2.5,N
1/1/2025 0:10,00,2443,593,2.5,N
1/1/2025 0:10,00,2442,592,3.5,N
1/1/2025 0:10,00,2498,590,1.5,N
1/1/2025 0:10,00,2405,608,1.5,N
1/1/2025 0:10,00,2415,596,2.5,N
1/1/2025 0:10,00,2428,608,1.5,N
1/1/2025 0:10,00,2429,608,2.5,N
1/1/2025 0:10,00,2420,591,1.5,N
1/1/2025 0:10,00,2482,604,3.5,N
1/1/2025 0:10,00,2400,599,2.5,N
1/1/2025 0:10,00,2453,602,2.5,N
1/1/2025 0:10,00,2484,598,3.5,N
1/1/2025 0:10,00,2474,597,1.5,N
1/1/2025 0:10,00,2465,604,3.5,N
1/1/2025 0:10,00,2450,592,3.5,N
1/1/2025 0:10,00,2442,600,2.5,N
1/1/2025 0:10,00,2494,606,2.5,N
1/1/2025 0:10,00,2460,598,1.5,N
1/1/2025 0:10,00,2481,590,1.5,N
1/1/2025 0:10,00,2443,590,1.5,N
1/1/2025 0:10,00,2474,601,3.5,N
1/1/2025 0:10,00,2474,609,1.5,N
1/1/2025 0:10,00,2496,600,2.5,N
1/1/2025 0:10,00,2420,600,2.5,N
1/1/2025 0:10,00,2468,598,3.5,N
1/1/2025 0:10,00,2410,604,2.5,N
1/1/2025 0:10,00,2451,595,1.5,N
1/1/2025 0:10,00,2471,606,2.5,N
1/1/2025 0:10,00,2447,600,1.5,N
1/1/2025 0:10,00,2416,590,1.5,N
1/1/2025 0:10,00,2488,590,2.5,N
1/1/2025 0:10,00,2449,610,3.5,N
1/1/2025 0:10,00,2485,597,1.5,N
1/1/2025 0:10,00,2480,605,2.5,N
1/1/2025 0:10,00,2449,596,1.5,N
1/1/2025 0:10,00,2472,595,1.5,N
1/1/2025 0:10,00,2487,602,3.5,N
1/1/2025 0:10,00,2406,609,3.5,N
1/1/2025 0:10,00,2402,593,3.5,N
1/1/2025 0:10,00,2429,608,2.5,N
1/1/2025 0:10,00,2450,593,1.5,N
1/1/2025 0:10,00,2402,605,2.5,N
1/1/2025 0:11,00,2483,595,2.5,N
1/1/2025 0:11,00,2419,592,2.5,N
1/1/2025 0:11,00,2436,598,2.5,N
1/1/2025 0:11,00,2443,610,2.5,N
1/1/2025 0:11,00,2415,602,1.5,N
1/1/2025 0:11,00,2481,596,3.5,N
1/1/2025 0:11,00,2442,601,1.5,N
1/1/2025 0:11,00,2430,595,2.5,N
1/1/2025 0:11,00,2434,593,3.5,N
1/1/2025 0:11,00,2497,590,1.5,N
1/1/2025 0:11,00,2497,595,1.5,N
1/1/2025 0:11,00,2406,607,1.5,N
1/1/2025 0:11,00,2461,600,2.5,N
1/1/2025 0:11,00,2493,593,1.5,N
1/1/2025 0:11,00,2407,595,2.5,N
1/1/2025 0:11,00,2485,606,3.5,N
1/1/2025 0:11,00,2462,599,2.5,N
1/1/2025 0:11,00,2486,592,1.5,N
1/1/2025 0:11,00,2479,598,1.5,N
1/1/2025 0:11,00,2458,601,1.5,N
1/1/2025 0:11,00,2497,608,2.5,N
1/1/2025 0:11,00,2495,603,2.5,N
1/1/2025 0:11,00,2471,606,3.5,N
1/1/2025 0:11,00,2471,594,3.5,N
1/1/2025 0:11,00,2443,602,2.5,N
1/1/2025 0:11,00,2417,610,3.5,N
1/1/2025 0:11,00,2485,606,1.5,N
1/1/2025 0:11,00,2452,610,2.5,N
1/1/2025 0:11,00,2437,607,3.5,N
1/1/2025 0:11,00,2455,590,2.5,N
1/1/2025 0:11,00,2435,605,3.5,N
1/1/2025 0:11,00,2448,603,2.5,N
1/1/2025 0:11,00,2479,609,2.5,N
1/1/2025 0:11,00,2430,600,2.5,N
1/1/2025 0:11,00,2444,607,1.5,N
1/1/2025 0:11,00,2407,590,2.5,N
1/1/2025 0:11,00,2474,608,2.5,N
1/1/2025 0:11,00,2456,595,2.5,N
1/1/2025 0:11,00,2412,600,3.5,N
1/1/2025 0:11,00,2483,604,2.5,N
1/1/2025 0:11,00,2483,594,1.5,N
1/1/2025 0:11,00,2497,605,3.5,N
1/1/2025 0:11,00,2473,591,2.5,N
1/1/2025 0:11,00,2429,598,2.5,N
1/1/2025 0:11,00,2437,610,3.5,N
1/1/2025 0:11,00,2402,593,1.5,N
1/1/2025 0:11,00,2449,607,2.5,N
1/1/2025 0:11,00,2497,603,1.5,N
1/1/2025 0:11,00,2493,606,1.5,N
1/1/2025 0:11,00,2484,606,2.5,N
1/1/2025 0:11,00,2468,598,1.5,N
1/1/2025 0:11,00,2480,610,2.5,N
1/1/2025 0:11,00,2453,601,2.5,N
1/1/2025 0:11,00,2446,601,1.5,N
1/1/2025 0:11,00,2402,597,3.5,N
1/1/2025 0:11,00,2413,598,2.5,N
1/1/2025 0:11,00,2483,590,2.5,N
1/1/2025 0:11,00,2431,601,1.5,N
1/1/2025 0:11,00,2441,599,3.5,N
1/1/2025 0:11,00,2435,604,2.5,N
1/1/2025 0:12,00,2455,598,1.5,N
1/1/2025 0:12,00,2498,597,3.5,N
1/1/2025 0:12,00,2433,609,3.5,N
1/1/2025 0:12,00,2469,592,3.5,N
1/1/2025 0:12,00,2457,607,3.5,N
1/1/2025 0:12,00,2451,594,1.5,N
1/1/2025 0:12,00,2477,607,1.5,N
1/1/2025 0:12,00,2441,605,2.5,N
1/1/2025 0:12,00,2480,590,2.5,N
1/1/2025 0:12,00,2452,606,2.5,N
1/1/2025 0:12,00,2485,605,3.5,N
1/1/2025 0:12,00,2446,592,3.5,N
1/1/2025 0:12,00,2442,590,2.5,N
1/1/2025 0:12,00,2427,592,1.5,N
1/1/2025 0:12,00,2472,603,3.5,N
1/1/2025 0:12,00,2418,601,3.5,N
1/1/2025 0:12,00,2453,597,2.5,N
1/1/2025 0:12,00,2417,592,2.5,N
1/1/2025 0:12,00,2489,595,2.5,N
1/1/2025 0:12,00,2437,598,3.5,N
1/1/2025 0:12,00,2408,598,1.5,N
1/1/2025 0:12,00,2437,594,2.5,N
1/1/2025 0:12,00,2486,592,2.5,N
1/1/2025 0:12,00,2477,590,3.5,N
1/1/2025 0:12,00,2445,604,2.5,N
1/1/2025 0:12,00,2492,596,1.5,N
1/1/2025 0:12,00,2410,606,3.5,N
1/1/2025 0:12,00,2499,594,1.5,N
1/1/2025 0:12,00,2441,607,2.5,N
1/1/2025 0:12,00,2402,593,3.5,N
1/1/2025 0:12,00,2485,602,2.5,N
1/1/2025 0:12,00,2443,608,1.5,N
1/1/2025 0:12,00,2456,592,3.5,N
1/1/2025 0:12,00,2485,596,3.5,N
1/1/2025 0:12,00,2496,603,3.5,N
1/1/2025 0:12,00,2478,602,2.5,N
1/1/2025 0:12,00,2444,605,2.5,N
1/1/2025 0:12,00,2430,607,1.5,N
1/1/2025 0:12,00,2447,590,3.5,N
1/1/2025 0:12,00,2434,595,3.5,N
1/1/2025 0:12,00,2419,605,1.5,N
1/1/2025 0:12,00,2458,609,1.5,N
1/1/2025 0:12,00,2446,609,2.5,N
1/1/2025 0:12,00,2457,597,2.5,N
1/1/2025 0:12,00,2429,608,2.5,N
1/1/2025 0:12,00,2430,603,1.5,N
1/1/2025 0:12,00,2469,603,1.5,N
1/1/2025 0:12,00,2429,603,3.5,N
1/1/2025 0:12,00,2449,590,2.5,N
1/1/2025 0:12,00,2427,600,3.5,N
1/1/2025 0:12,00,2418,607,2.5,N
1/1/2025 0:12,00,2442,594,2.5,N
1/1/2025 0:12,00,2433,610,3.5,N
1/1/2025 0:12,00,2425,608,3.5,N
1/1/2025 0:12,00,2477,590,2.5,N
1/1/2025 0:12,00,2410,606,2.5,N
1/1/2025 0:12,00,2446,604,1.5,N
1/1/2025 0:12,00,2474,604,1.5,N
1/1/2025 0:12,00,2494,598,3.5,N
1/1/2025 0:12,00,2437,600,3.5,N
1/1/2025 0:13,00,2447,604,2.5,N
1/1/2025 0:13,00,2430,601,2.5,N
1/1/2025 0:13,00,2485,602,3.5,N
1/1/2025 0:13,00,2424,595,1.5,N
1/1/2025 0:13,00,2444,596,2.5,N
1/1/2025 0:13,00,2477,591,3.5,N
1/1/2025 0:13,00,2483,596,2.5,N
1/1/2025 0:13,00,2457,602,2.5,N
1/1/2025 0:13,00,2457,599,3.5,N
1/1/2025 0:13,00,2471,591,2.5,N
1/1/2025 0:13,00,2446,609,2.5,N
1/1/2025 0:13,00,2430,592,2.5,N
1/1/2025 0:13,00,2463,594,3.5,N
1/1/2025 0:13,00,2412,593,1.5,N
1/1/2025 0:13,00,2441,603,1.5,N
1/1/2025 0:13,00,2461,596,1.5,N
1/1/2025 0:13,00,2450,595,2.5,N
1/1/2025 0:13,00,2428,603,2.5,N
1/1/2025 0:13,00,2466,602,1.5,N
1/1/2025 0:13,00,2459,598,2.5,N
1/1/2025 0:13,00,2453,592,3.5,N
1/1/2025 0:13,00,2405,606,3.5,N
1/1/2025 0:13,00,2467,593,1.5,N
1/1/2025 0:13,00,2429,592,3.5,N
1/1/2025 0:13,00,2487,591,2.5,N
1/1/2025 0:13,00,2487,607,2.5,N
1/1/2025 0:13,00,2410,593,2.5,N
1/1/2025 0:13,00,2440,594,3.5,N
1/1/2025 0:13,00,2418,609,2.5,N
1/1/2025 0:13,00,2405,602,1.5,N
1/1/2025 0:13,00,2403,608,1.5,N
1/1/2025 0:13,00,2479,608,2.5,N
1/1/2025 0:13,00,2454,593,3.5,N
1/1/2025 0:13,00,2429,598,1.5,N
1/1/2025 0:13,00,2440,594,2.5,N
1/1/2025 0:13,00,2402,591,1.5,N
1/1/2025 0:13,00,2414,594,2.5,N
1/1/2025 0:13,00,2432,610,3.5,N
1/1/2025 0:13,00,2403,592,2.5,N
1/1/2025 0:13,00,2446,602,1.5,N
1/1/2025 0:13,00,2494,607,3.5,N
1/1/2025 0:13,00,2407,599,2.5,N
1/1/2025 0:13,00,2491,593,3.5,N
1/1/2025 0:13,00,2457,592,1.5,N
1/1/2025 0:13,00,2428,604,3.5,N
1/1/2025 0:13,00,2471,590,1.5,N
1/1/2025 0:13,00,2438,597,1.5,N
1/1/2025 0:13,00,2474,603,1.5,N
1/1/2025 0:13,00,2494,610,2.5,N
1/1/2025 0:13,00,2403,603,3.5,N
1/1/2025 0:13,00,2457,608,3.5,N
1/1/2025 0:13,00,2479,605,3.5,N
1/1/2025 0:13,00,2405,606,2.5,N
1/1/2025 0:13,00,2452,590,3.5,N
1/1/2025 0:13,00,2476,599,2.5,N
1/1/2025 0:13,00,2486,608,1.5,N
1/1/2025 0:13,00,2416,595,2.5,N
1/1/2025 0:13,00,2463,603,1.5,N
1/1/2025 0:13,00,2422,603,2.5,N
1/1/2025 0:13,00,2433,604,3.5,N
1/1/2025 0:14,00,2431,603,1.5,N
1/1/2025 0:14,00,2442,599,1.5,N
1/1/2025 0:14,00,2421,598,2.5,N
1/1/2025 0:14,00,2473,606,1.5,N
1/1/2025 0:14,00,2420,596,2.5,N
1/1/2025 0:14,00,2496,603,1.5,N
1/1/2025 0:14,00,2413,604,1.5,N
1/1/2025 0:14,00,2436,599,1.5,N
1/1/2025 0:14,00,2500,607,3.5,N
1/1/2025 0:14,00,2436,599,2.5,N
1/1/2025 0:14,00,2464,593,3.5,N
1/1/2025 0:14,00,2460,595,3.5,N
1/1/2025 0:14,00,2448,595,1.5,N
1/1/2025 0:14,00,2416,605,1.5,N
1/1/2025 0:14,00,2490,597,3.5,N
1/1/2025 0:14,00,2436,600,3.5,N
1/1/2025 0:14,00,2404,590,3.5,N
1/1/2025 0:14,00,2448,610,2.5,N
1/1/2025 0:14,00,2487,603,1.5,N
1/1/2025 0:14,00,2492,605,1.5,N
1/1/2025 0:14,00,2404,595,2.5,N
1/1/2025 0:14,00,2471,596,1.5,N
1/1/2025 0:14,00,2463,607,1.5,N
1/1/2025 0:14,00,2423,590,1.5,N
1/1/2025 0:14,00,2482,608,2.5,N
1/1/2025 0:14,00,2469,605,2.5,N
1/1/2025 0:14,00,2500,605,1.5,N
1/1/2025 0:14,00,2460,610,3.5,N
1/1/2025 0:14,00,2453,598,3.5,N
1/1/2025 0:14,00,2428,592,1.5,N
1/1/2025 0:14,00,2500,590,3.5,N
1/1/2025 0:14,00,2451,605,3.5,N
1/1/2025 0:14,00,2417,606,2.5,N
1/1/2025 0:14,00,2497,604,3.5,N
1/1/2025 0:14,00,2436,602,3.5,N
1/1/2025 0:14,00,2442,599,1.5,N
1/1/2025 0:14,00,2472,594,3.5,N
1/1/2025 0:14,00,2498,605,1.5,N
1/1/2025 0:14,00,2453,600,1.5,N
1/1/2025 0:14,00,2444,590,3.5,N
1/1/2025 0:14,00,2421,598,1.5,N
1/1/2025 0:14,00,2483,591,3.5,N
1/1/2025 0:14,00,2430,604,3.5,N
1/1/2025 0:14,00,2467,597,1.5,N
1/1/2025 0:14,00,2451,610,2.5,N
1/1/2025 0:14,00,2409,608,1.5,N
1/1/2025 0:14,00,2407,602,2.5,N
1/1/2025 0:14,00,2446,592,3.5,N
1/1/2025 0:14,00,2412,595,1.5,N
1/1/2025 0:14,00,2483,600,1.5,N
1/1/2025 0:14,00,2420,593,2.5,N
1/1/2025 0:14,00,2482,601,3.5,N
1/1/2025 0:14,00,2430,597,2.5,N
1/1/2025 0:14,00,2426,606,1.5,N
1/1/2025 0:14,00,2413,593,3.5,N
1/1/2025 0:14,00,2426,609,2.5,N
1/1/2025 0:14,00,2433,607,2.5,N
1/1/2025 0:14,00,2459,595,1.5,N
1/1/2025 0:14,00,2403,607,2.5,N
1/1/2025 0:14,00,2453,596,3.5,N
1/1/2025 0:15,00,2431,593,1.5,N
1/1/2025 0:15,00,2406,598,2.5,N
1/1/2025 0:15,00,2411,604,3.5,N
1/1/2025 0:15,00,2435,594,1.5,N
1/1/2025 0:15,00,2451,598,1.5,N
1/1/2025 0:15,00,2496,605,1.5,N
1/1/2025 0:15,00,2486,606,3.5,N
1/1/2025 0:15,00,2473,605,1.5,N
1/1/2025 0:15,00,2441,595,2.5,N
1/1/2025 0:15,00,2483,590,3.5,N
1/1/2025 0:15,00,2481,604,2.5,N
1/1/2025 0:15,00,2448,601,2.5,N
1/1/2025 0:15,00,2454,590,2.5,N
1/1/2025 0:15,00,2425,605,1.5,N
1/1/2025 0:15,00,2460,610,2.5,N
1/1/2025 0:15,00,2429,602,2.5,N
1/1/2025 0:15,00,2408,594,1.5,N
1/1/2025 0:15,00,2457,592,1.5,N
1/1/2025 0:15,00,2407,604,3.5,N
1/1/2025 0:15,00,2440,592,3.5,N
1/1/2025 0:15,00,2494,599,2.5,N
1/1/2025 0:15,00,2452,594,1.5,N
1/1/2025 0:15,00,2416,608,3.5,N
1/1/2025 0:15,00,2472,595,2.5,N
1/1/2025 0:15,00,2404,594,1.5,N
1/1/2025 0:15,00,2441,607,2.5,N
1/1/2025 0:15,00,2406,591,1.5,N
1/1/2025 0:15,00,2434,594,2.5,N
1/1/2025 0:15,00,2463,610,1.5,N
1/1/2025 0:15,00,2431,595,1.5,N
1/1/2025 0:15,00,2451,591,2.5,N
1/1/2025 0:15,00,2463,591,3.5,N
1/1/2025 0:15,00,2469,590,1.5,N
1/1/2025 0:15,00,2424,605,3.5,N
1/1/2025 0:15,00,2489,608,3.5,N
1/1/2025 0:15,00,2476,608,3.5,N
1/1/2025 0:15,00,2469,599,2.5,N
1/1/2025 0:15,00,2401,590,2.5,N
1/1/2025 0:15,00,2433,602,3.5,N
1/1/2025 0:15,00,2400,595,3.5,N
1/1/2025 0:15,00,2402,591,1.5,N
1/1/2025 0:15,00,2401,606,3.5,N
1/1/2025 0:15,00,2483,597,2.5,N
1/1/2025 0:15,00,2415,600,1.5,N
1/1/2025 0:15,00,2404,590,3.5,N
1/1/2025 0:15,00,2465,591,2.5,N
1/1/2025 0:15,00,2456,596,2.5,N
1/1/2025 0:15,00,2476,610,3.5,N
1/1/2025 0:15,00,2473,595,2.5,N
1/1/2025 0:15,00,2489,599,2.5,N
1/1/2025 0:15,00,2499,610,2.5,N
1/1/2025 0:15,00,2422,590,3.5,N
1/1/2025 0:15,00,2470,600,2.5,N
1/1/2025 0:15,00,2500,596,2.5,N
1/1/2025 0:15,00,2445,604,3.5,N
1/1/2025 0:15,00,2413,594,2.5,N
1/1/2025 0:15,00,2432,602,2.5,N
1/1/2025 0:15,00,2460,598,2.5,N
1/1/2025 0:15,00,2409,603,2.5,N
1/1/2025 0:15,00,2438,610,3.5,N
1/1/2025 0:16,00,2500,603,1.5,N
1/1/2025 0:16,00,2426,593,2.5,N
1/1/2025 0:16,00,2404,604,1.5,N
1/1/2025 0:16,00,2445,605,1.5,N
1/1/2025 0:16,00,2440,590,1.5,N
1/1/2025 0:16,00,2486,592,1.5,N
1/1/2025 0:16,00,2413,591,2.5,N
1/1/2025 0:16,00,2410,593,1.5,N
1/1/2025 0:16,00,2413,609,3.5,N
1/1/2025 0:16,00,2492,598,2.5,N
1/1/2025 0:16,00,2475,608,1.5,N
1/1/2025 0:16,00,2448,610,2.5,N
1/1/2025 0:16,00,2402,590,1.5,N
1/1/2025 0:16,00,2432,599,1.5,N
1/1/2025 0:16,00,2498,591,1.5,N
1/1/2025 0:16,00,2446,594,1.5,N
1/1/2025 0:16,00,2450,609,1.5,N
1/1/2025 0:16,00,2482,597,1.5,N
1/1/2025 0:16,00,2443,597,3.5,N
1/1/2025 0:16,00,2477,608,1.5,N
1/1/2025 0:16,00,2415,596,3.5,N
1/1/2025 0:16,00,2466,604,2.5,N
1/1/2025 0:16,00,2443,601,1.5,N
1/1/2025 0:16,00,2469,599,2.5,N
1/1/2025 0:16,00,2454,592,2.5,N
1/1/2025 0:16,00,2476,608,3.5,N
1/1/2025 0:16,00,2482,610,1.5,N
1/1/2025 0:16,00,2469,590,2.5,N
1/1/2025 0:16,00,2492,607,3.5,N
1/1/2025 0:16,00,2469,602,2.5,N
1/1/2025 0:16,00,2498,610,3.5,N
1/1/2025 0:16,00,2461,603,3.5,N
1/1/2025 0:16,00,2420,606,2.5,N
1/1/2025 0:16,00,2472,594,1.5,N
1/1/2025 0:16,00,2494,603,2.5,N
1/1/2025 0:16,00,2491,607,2.5,N
1/1/2025 0:16,00,2487,602,3.5,N
1/1/2025 0:16,00,2472,602,3.5,N
1/1/2025 0:16,00,2465,594,3.5,N
1/1/2025 0:16,00,2457,591,1.5,N
1/1/2025 0:16,00,2453,604,3.5,N
1/1/2025 0:16,00,2446,605,1.5,N
1/1/2025 0:16,00,2494,596,1.5,N
1/1/2025 0:16,00,2412,600,3.5,N
1/1/2025 0:16,00,2433,606,2.5,N
1/1/2025 0:16,00,2456,601,2.5,N
1/1/2025 0:16,00,2459,597,1.5,N
1/1/2025 0:16,00,2402,593,1.5,N
1/1/2025 0:16,00,2425,600,1.5,N
1/1/2025 0:16,00,2404,593,1.5,N
1/1/2025 0:16,00,2451,595,2.5,N
1/1/2025 0:16,00,2441,594,1.5,N
1/1/2025 0:16,00,2400,593,1.5,N
1/1/2025 0:16,00,2466,604,2.5,N
1/1/2025 0:16,00,2462,604,3.5,N
1/1/2025 0:16,00,2440,604,2.5,N
1/1/2025 0:16,00,2426,606,3.5,N
1/1/2025 0:16,00,2451,591,3.5,N
1/1/2025 0:16,00,2459,592,3.5,N
1/1/2025 0:16,00,2403,599,2.5,N
1/1/2025 0:17,00,2491,598,3.5,N
1/1/2025 0:17,00,2427,596,1.5,N
1/1/2025 0:17,00,2426,591,3.5,N
1/1/2025 0:17,00,2442,601,1.5,N
1/1/2025 0:17,00,2415,602,1.5,N
1/1/2025 0:17,00,2453,592,3.5,N
1/1/2025 0:17,00,2427,596,1.5,N
1/1/2025 0:17,00,2492,591,2.5,N
1/1/2025 0:17,00,2474,601,3.5,N
1/1/2025 0:17,00,2475,600,3.5,N
1/1/2025 0:17,00,2425,605,1.5,N
1/1/2025 0:17,00,2420,605,1.5,N
1/1/2025 0:17,00,2420,593,1.5,N
1/1/2025 0:17,00,2447,608,2.5,N
1/1/2025 0:17,00,2439,591,3.5,N
1/1/2025 0:17,00,2490,598,3.5,N
1/1/2025 0:17,00,2417,609,2.5,N
1/1/2025 0:17,00,2455,599,2.5,N
1/1/2025 0:17,00,2499,609,2.5,N
1/1/2025 0:17,00,2417,605,1.5,N
1/1/2025 0:17,00,2410,590,1.5,N
1/1/2025 0:17,00,2421,591,2.5,N
1/1/2025 0:17,00,2477,603,3.5,N
1/1/2025 0:17,00,2418,609,3.5,N
1/1/2025 0:17,00,2497,605,1.5,N
1/1/2025 0:17,00,2441,608,1.5,N
1/1/2025 0:17,00,2442,606,2.5,N
1/1/2025 0:17,00,2481,603,2.5,N
1/1/2025 0:17,00,2403,590,2.5,N
1/1/2025 0:17,00,2452,604,1.5,N
1/1/2025 0:17,00,2477,603,1.5,N
1/1/2025 0:17,00,2497,602,3.5,N
1/1/2025 0:17,00,2434,597,3.5,N
1/1/2025 0:17,00,2438,592,2.5,N
1/1/2025 0:17,00,2453,598,1.5,N
1/1/2025 0:17,00,2440,591,3.5,N
1/1/2025 0:17,00,2471,594,1.5,N
1/1/2025 0:17,00,2403,603,3.5,N
1/1/2025 0:17,00,2487,590,3.5,N
1/1/2025 0:17,00,2414,600,1.5,N
1/1/2025 0:17,00,2486,592,1.5,N
1/1/2025 0:17,00,2419,598,1.5,N
1/1/2025 0:17,00,2477,596,2.5,N
1/1/2025 0:17,00,2498,596,2.5,N
1/1/2025 0:17,00,2411,607,1.5,N
1/1/2025 0:17,00,2489,596,1.5,N
1/1/2025 0:17,00,2466,594,2.5,N
1/1/2025 0:17,00,2490,591,1.5,N
1/1/2025 0:17,00,2487,597,3.5,N
1/1/2025 0:17,00,2475,598,2.5,N
1/1/2025 0:17,00,2499,607,3.5,N
1/1/2025 0:17,00,2497,599,2.5,N
1/1/2025 0:17,00,2433,591,2.5,N
1/1/2025 0:17,00,2471,597,2.5,N
1/1/2025 0:17,00,2492,597,1.5,N
1/1/2025 0:17,00,2463,593,3.5,N
1/1/2025 0:17,00,2412,597,3.5,N
1/1/2025 0:17,00,2419,598,2.5,N
1/1/2025 0:17,00,2486,591,1.5,N
1/1/2025 0:17,00,2462,595,2.5,N
1/1/2025 0:18,00,2405,605,1.5,N
1/1/2025 0:18,00,2482,601,3.5,N
1/1/2025 0:18,00,2489,601,2.5,N
1/1/2025 0:18,00,2411,590,3.5,N
1/1/2025 0:18,00,2426,610,1.5,N
1/1/2025 0:18,00,2487,594,2.5,N
1/1/2025 0:18,00,2450,609,2.5,N
1/1/2025 0:18,00,2453,591,2.5,N
1/1/2025 0:18,00,2479,591,1.5,N
1/1/2025 0:18,00,2406,590,2.5,N
1/1/2025 0:18,00,2453,595,3.5,N
1/1/2025 0:18,00,2454,598,2.5,N
1/1/2025 0:18,00,2456,608,2.5,N
1/1/2025 0:18,00,2433,599,3.5,N
1/1/2025 0:18,00,2481,599,3.5,N
1/1/2025 0:18,00,2494,593,3.5,N
1/1/2025 0:18,00,2425,603,2.5,N
1/1/2025 0:18,00,2498,595,3.5,N
1/1/2025 0:18,00,2482,592,2.5,N
1/1/2025 0:18,00,2462,596,1.5,N
1/1/2025 0:18,00,2418,602,1.5,N
1/1/2025 0:18,00,2466,603,1.5,N
1/1/2025 0:18,00,2427,599,2.5,N
1/1/2025 0:18,00,2415,596,1.5,N
1/1/2025 0:18,00,2491,600,1.5,N
1/1/2025 0:18,00,2419,601,1.5,N
1/1/2025 0:18,00,2409,601,1.5,N
1/1/2025 0:18,00,2452,608,3.5,N
1/1/2025 0:18,00,2482,596,1.5,N
1/1/2025 0:18,00,2457,591,3.5,N
1/1/2025 0:18,00,2413,600,3.5,N
1/1/2025 0:18,00,2472,607,1.5,N
1/1/2025 0:18,00,2433,593,2.5,N
1/1/2025 0:18,00,2478,594,3.5,N
1/1/2025 0:18,00,2491,600,2.5,N
1/1/2025 0:18,00,2455,610,1.5,N
1/1/2025 0:18,00,2482,610,2.5,N
1/1/2025 0:18,00,2494,603,2.5,N
1/1/2025 0:18,00,2435,608,3.5,N
1/1/2025 0:18,00,2489,593,3.5,N
1/1/2025 0:18,00,2468,594,1.5,N
1/1/2025 0:18,00,2500,604,1.5,N
1/1/2025 0:18,00,2429,607,3.5,N
1/1/2025 0:18,00,2440,610,2.5,N
1/1/2025 0:18,00,2486,600,2.5,N
1/1/2025 0:18,00,2479,610,1.5,N
1/1/2025 0:18,00,2454,609,1.5,N
1/1/2025 0:18,00,2484,608,1.5,N
1/1/2025 0:18,00,2435,599,3.5,N
1/1/2025 0:18,00,2413,596,2.5,N
1/1/2025 0:18,00,2465,602,2.5,N
1/1/2025 0:18,00,2478,595,2.5,N
1/1/2025 0:18,00,2452,607,2.5,N
1/1/2025 0:18,00,2416,591,2.5,N
1/1/2025 0:18,00,2479,606,2.5,N
1/1/2025 0:18,00,2491,604,1.5,N
1/1/2025 0:18,00,2499,594,2.5,N
1/1/2025 0:18,00,2478,595,3.5,N
1/1/2025 0:18,00,2484,590,2.5,N
1/1/2025 0:18,00,2448,603,2.5,N
1/1/2025 0:19,00,2460,590,3.5,N
1/1/2025 0:19,00,2439,599,3.5,N
1/1/2025 0:19,00,2427,608,2.5,N
1/1/2025 0:19,00,2461,596,1.5,N
1/1/2025 0:19,00,2413,600,2.5,N
1/1/2025 0:19,00,2408,594,3.5,N
1/1/2025 0:19,00,2400,596,1.5,N
1/1/2025 0:19,00,2444,610,3.5,N
1/1/2025 0:19,00,2492,600,2.5,N
1/1/2025 0:19,00,2446,595,3.5,N
1/1/2025 0:19,00,2436,596,1.5,N
1/1/2025 0:19,00,2449,603,3.5,N
1/1/2025 0:19,00,2413,597,1.5,N
1/1/2025 0:19,00,2467,607,2.5,N
1/1/2025 0:19,00,2470,610,3.5,N
1/1/2025 0:19,00,2416,598,2.5,N
1/1/2025 0:19,00,2431,599,2.5,N
1/1/2025 0:19,00,2454,610,2.5,N
1/1/2025 0:19,00,2490,592,3.5,N
1/1/2025 0:19,00,2484,602,1.5,N
1/1/2025 0:19,00,2405,610,3.5,N
1/1/2025 0:19,00,2476,601,3.5,N
