Time,HMR,Current,Voltage,Vibration,Temp,Failure
12:49:10 AM,20000,2500,600,5,36,N
12:49:11 AM,20000,2476,598,4,32,N
12:49:12 AM,20000,2470,601,4,32,N
12:49:13 AM,20000,2496,601,4,34,N
12:49:14 AM,20000,2492,599,4,36,N
12:49:15 AM,20000,2479,595,3,28,N
12:49:16 AM,20000,2479,603,5,37,N
12:49:17 AM,20000,2455,601,4,28,N
12:49:18 AM,20000,2472,601,3,43,N
12:49:19 AM,20000,2485,602,3,49,N
12:49:20 AM,20000,2462,595,5,45,N
12:49:21 AM,20000,2470,599,3,30,N
12:49:22 AM,20000,2454,602,3,36,N
12:49:23 AM,20000,2465,597,2,34,N
12:49:24 AM,20000,2471,595,5,29,N
12:49:25 AM,20000,2459,598,3,40,N
12:49:26 AM,20000,2494,598,4,50,N
12:49:27 AM,20000,2475,600,3,40,N
12:49:28 AM,20000,2500,601,3,41,N
12:49:29 AM,20000,2496,599,3,36,N
12:49:30 AM,20000,2483,599,3,32,N
12:49:31 AM,20000,2457,598,2,35,N
12:49:32 AM,20000,2483,596,2,42,N
12:49:33 AM,20000,2492,599,5,25,N
12:49:34 AM,20000,2491,598,2,42,N
12:49:35 AM,20000,2475,599,3,41,N
12:49:36 AM,20000,2450,601,5,25,N
12:49:37 AM,20000,2452,601,5,29,N
12:49:38 AM,20000,2453,596,2,45,N
12:49:39 AM,20000,2451,602,5,45,N
12:49:40 AM,20000,2461,600,5,29,N
12:49:41 AM,20000,2495,596,2,47,N
12:49:42 AM,20000,2472,599,3,44,N
12:49:43 AM,20000,2473,598,3,48,N
12:49:44 AM,20000,2487,596,2,29,N
12:49:45 AM,20000,2491,599,3,36,N
12:49:46 AM,20000,2462,596,4,41,N
12:49:47 AM,20000,2482,601,2,25,N
12:49:48 AM,20000,2459,599,2,25,N
12:49:49 AM,20000,2472,603,2,49,N
12:49:50 AM,20000,2477,595,5,37,N
12:49:51 AM,20000,2459,600,3,40,N
12:49:52 AM,20000,2467,602,5,41,N
12:49:53 AM,20000,2490,595,2,26,N
12:49:54 AM,20000,2491,601,5,41,N
12:49:55 AM,20000,2482,596,5,34,N
12:49:56 AM,20000,2470,600,2,36,N
12:49:57 AM,20000,2470,596,4,29,N
12:49:58 AM,20000,2485,602,3,42,N
12:49:59 AM,20000,2454,597,2,25,N
12:50:00 AM,20000,2477,596,2,37,N
12:50:01 AM,20000,2487,595,4,45,N
12:50:02 AM,20000,2458,603,4,37,N
12:50:03 AM,20000,2455,597,4,40,N
12:50:04 AM,20000,2469,598,3,39,N
12:50:05 AM,20000,2471,603,3,35,N
12:50:06 AM,20000,2473,602,2,31,N
12:50:07 AM,20000,2453,602,4,31,N
12:50:08 AM,20000,2496,597,3,43,N
12:50:09 AM,20000,2450,601,5,37,N
12:50:10 AM,20000,2477,602,5,33,N
12:50:11 AM,20000,2493,601,3,47,N
12:50:12 AM,20000,2454,602,4,25,N
12:50:13 AM,20000,2486,599,2,49,N
12:50:14 AM,20000,2474,596,3,48,N
12:50:15 AM,20000,2492,600,3,44,N
12:50:16 AM,20000,2461,597,4,33,N
12:50:17 AM,20000,2489,599,4,35,N
12:50:18 AM,20000,2453,599,5,47,N
12:50:19 AM,20000,2495,600,5,41,N
12:50:20 AM,20000,2471,599,4,29,N
12:50:21 AM,20000,2477,598,3,47,N
12:50:22 AM,20000,2467,596,3,27,N
12:50:23 AM,20000,2472,598,3,33,N
12:50:24 AM,20000,2487,603,2,36,N
12:50:25 AM,20000,2498,597,2,32,N
12:50:26 AM,20000,2471,602,4,50,N
12:50:27 AM,20000,2457,600,3,49,N
12:50:28 AM,20000,2499,596,5,46,N
12:50:29 AM,20000,2495,595,5,39,N
12:50:30 AM,20000,2496,596,4,33,N
12:50:31 AM,20000,2475,603,2,27,N
12:50:32 AM,20000,2455,602,4,33,N
12:50:33 AM,20000,2470,599,3,38,N
12:50:34 AM,20000,2475,602,4,32,N
12:50:35 AM,20000,2462,597,4,48,N
12:50:36 AM,20000,2500,603,2,49,N
12:50:37 AM,20000,2466,595,3,41,N
12:50:38 AM,20000,2451,596,4,36,N
12:50:39 AM,20000,2500,600,4,43,N
12:50:40 AM,20000,2451,603,5,47,N
12:50:41 AM,20000,2480,597,5,27,N
12:50:42 AM,20000,2465,601,3,28,N
12:50:43 AM,20000,2491,597,2,49,N
12:50:44 AM,20000,2474,596,3,26,N
12:50:45 AM,20000,2492,599,3,31,N
12:50:46 AM,20000,2481,599,4,39,N
12:50:47 AM,20000,2471,603,4,27,N
12:50:48 AM,20000,2468,601,4,29,N
12:50:49 AM,20000,2495,597,2,32,N
12:50:50 AM,20000,2495,596,3,29,N
12:50:51 AM,20000,2488,598,4,46,N
12:50:52 AM,20000,2450,602,4,31,N
12:50:53 AM,20000,2490,595,5,36,N
12:50:54 AM,20000,2471,597,3,43,N
12:50:55 AM,20000,2487,599,4,30,N
12:50:56 AM,20000,2463,601,4,40,N
12:50:57 AM,20000,2489,603,4,31,N
12:50:58 AM,20000,2489,600,2,28,N
12:50:59 AM,20000,2478,595,5,25,N
12:51:00 AM,20000,2457,598,2,25,N
12:51:01 AM,20000,2477,599,5,48,N
12:51:02 AM,20000,2459,598,5,28,N
12:51:03 AM,20000,2463,599,5,49,N
12:51:04 AM,20000,2458,597,5,29,N
12:51:05 AM,20000,2478,598,2,39,N
12:51:06 AM,20000,2488,603,3,49,N
12:51:07 AM,20000,2456,596,3,33,N
12:51:08 AM,20000,2450,595,2,34,N
12:51:09 AM,20000,2476,603,4,40,N
12:51:10 AM,20000,2478,600,3,31,N
12:51:11 AM,20000,2485,603,5,26,N
12:51:12 AM,20000,2458,596,4,43,N
12:51:13 AM,20000,2484,595,5,29,N
12:51:14 AM,20000,2498,602,5,39,N
12:51:15 AM,20000,2489,603,5,25,N
12:51:16 AM,20000,2476,599,3,42,N
12:51:17 AM,20000,2453,600,4,34,N
12:51:18 AM,20000,2490,595,4,31,N
12:51:19 AM,20000,2491,603,3,34,N
12:51:20 AM,20000,2489,602,3,34,N
12:51:21 AM,20000,2450,598,2,25,N
12:51:22 AM,20000,2496,597,4,47,N
12:51:23 AM,20000,2477,598,3,28,N
12:51:24 AM,20000,2493,603,5,49,N
12:51:25 AM,20000,2465,597,4,33,N
12:51:26 AM,20000,2486,598,3,46,N
12:51:27 AM,20000,2480,598,3,29,N
12:51:28 AM,20000,2470,597,5,36,N
12:51:29 AM,20000,2461,598,5,46,N
12:51:30 AM,20000,2479,603,2,27,N
12:51:31 AM,20000,2481,601,3,44,N
12:51:32 AM,20000,2473,595,5,41,N
12:51:33 AM,20000,2462,596,4,31,N
12:51:34 AM,20000,2475,599,2,41,N
12:51:35 AM,20000,2485,600,5,50,N
12:51:36 AM,20000,2459,598,5,39,N
12:51:37 AM,20000,2488,600,2,43,N
12:51:38 AM,20000,2485,599,4,47,N
12:51:39 AM,20000,2487,597,5,40,N
12:51:40 AM,20000,2494,603,2,37,N
12:51:41 AM,20000,2481,600,3,37,N
12:51:42 AM,20000,2481,599,3,36,N
12:51:43 AM,20000,2461,595,2,25,N
12:51:44 AM,20000,2484,603,2,45,N
12:51:45 AM,20000,2455,603,3,47,N
12:51:46 AM,20000,2487,603,3,47,N
12:51:47 AM,20000,2451,597,2,33,N
12:51:48 AM,20000,2466,596,2,39,N
12:51:49 AM,20000,2483,603,3,44,N
12:51:50 AM,20000,2484,602,5,43,N
12:51:51 AM,20000,2470,601,3,32,N
12:51:52 AM,20000,2487,600,5,33,N
12:51:53 AM,20000,2491,596,4,43,N
12:51:54 AM,20000,2463,600,3,50,N
12:51:55 AM,20000,2464,597,2,29,N
12:51:56 AM,20000,2464,602,5,41,N
12:51:57 AM,20000,2494,599,2,45,N
12:51:58 AM,20000,2457,599,4,40,N
12:51:59 AM,20000,2486,596,2,49,N
12:52:00 AM,20000,2459,602,3,41,N
12:52:01 AM,20000,2480,597,5,25,N
12:52:02 AM,20000,2497,599,3,31,N
12:52:03 AM,20000,2453,602,5,26,N
12:52:04 AM,20000,2487,600,4,27,N
12:52:05 AM,20000,2458,600,5,50,N
12:52:06 AM,20000,2479,598,5,48,N
12:52:07 AM,20000,2464,601,2,25,N
12:52:08 AM,20000,2486,602,4,47,N
12:52:09 AM,20000,2469,596,3,50,N
12:52:10 AM,20000,2481,602,5,36,N
12:52:11 AM,20000,2472,595,4,37,N
12:52:12 AM,20000,2467,600,5,29,N
12:52:13 AM,20000,2460,603,2,32,N
12:52:14 AM,20000,2461,601,3,37,N
12:52:15 AM,20000,2485,599,4,41,N
12:52:16 AM,20000,2481,598,3,48,N
12:52:17 AM,20000,2466,595,4,34,N
12:52:18 AM,20000,2462,600,2,48,N
12:52:19 AM,20000,2476,599,3,49,N
12:52:20 AM,20000,2473,597,2,36,N
12:52:21 AM,20000,2475,602,3,43,N
12:52:22 AM,20000,2474,597,5,41,N
12:52:23 AM,20000,2471,596,2,39,N
12:52:24 AM,20000,2494,599,5,50,N
12:52:25 AM,20000,2494,600,3,36,N
12:52:26 AM,20000,2498,596,5,48,N
12:52:27 AM,20000,2465,602,5,46,N
12:52:28 AM,20000,2490,595,3,43,N
12:52:29 AM,20000,2482,597,3,40,N
12:52:30 AM,20000,2498,595,4,42,N
12:52:31 AM,20000,2493,597,2,47,N
12:52:32 AM,20000,2483,603,5,35,N
12:52:33 AM,20000,2481,600,4,38,N
12:52:34 AM,20000,2481,599,3,30,N
12:52:35 AM,20000,2484,601,2,39,N
12:52:36 AM,20000,2465,602,5,48,N
12:52:37 AM,20000,2486,597,2,48,N
12:52:38 AM,20000,2482,601,3,30,N
12:52:39 AM,20000,2499,602,4,39,N
12:52:40 AM,20000,2477,600,5,38,N
12:52:41 AM,20000,2466,602,2,41,N
12:52:42 AM,20000,2480,596,4,35,N
12:52:43 AM,20000,2493,599,2,47,N
12:52:44 AM,20000,2464,595,2,50,N
12:52:45 AM,20000,2486,600,5,42,N
12:52:46 AM,20000,2474,602,3,40,N
12:52:47 AM,20000,2468,597,2,25,N
12:52:48 AM,20000,2454,601,3,47,N
12:52:49 AM,20000,2472,598,3,28,N
12:52:50 AM,20000,2455,601,2,49,N
12:52:51 AM,20000,2452,599,5,50,N
12:52:52 AM,20000,2487,603,5,40,N
12:52:53 AM,20000,2497,598,5,40,N
12:52:54 AM,20000,2492,595,4,26,N
12:52:55 AM,20000,2466,603,5,48,N
12:52:56 AM,20000,2471,602,5,28,N
12:52:57 AM,20000,2490,599,3,32,N
12:52:58 AM,20000,2471,598,5,36,N
12:52:59 AM,20000,2483,603,4,42,N
12:53:00 AM,20000,2463,602,4,46,N
12:53:01 AM,20000,2453,599,3,41,N
12:53:02 AM,20000,2498,602,4,34,N
12:53:03 AM,20000,2478,601,3,41,N
12:53:04 AM,20000,2455,600,2,40,N
12:53:05 AM,20000,2464,597,3,34,N
12:53:06 AM,20000,2460,595,3,35,N
12:53:07 AM,20000,2485,602,4,36,N
12:53:08 AM,20000,2495,599,5,49,N
12:53:09 AM,20000,2473,597,3,44,N
12:53:10 AM,20000,2476,596,4,27,N
12:53:11 AM,20000,2452,600,3,35,N
12:53:12 AM,20000,2454,595,5,25,N
12:53:13 AM,20000,2461,597,4,43,N
12:53:14 AM,20000,2491,601,5,44,N
12:53:15 AM,20000,2464,601,4,43,N
12:53:16 AM,20000,2491,599,2,35,N
12:53:17 AM,20000,2460,599,5,31,N
12:53:18 AM,20000,2461,599,3,48,N
12:53:19 AM,20000,2487,602,3,44,N
12:53:20 AM,20000,2466,602,3,42,N
12:53:21 AM,20000,2455,602,4,38,N
12:53:22 AM,20000,2461,601,4,44,N
12:53:23 AM,20000,2464,602,5,47,N
12:53:24 AM,20000,2484,603,5,27,N
12:53:25 AM,20000,2466,601,3,48,N
12:53:26 AM,20000,2495,600,4,25,N
12:53:27 AM,20000,2460,595,5,30,N
12:53:28 AM,20000,2471,596,2,49,N
12:53:29 AM,20000,2498,596,3,27,N
12:53:30 AM,20000,2455,602,2,26,N
12:53:31 AM,20000,2457,596,2,48,N
12:53:32 AM,20000,2489,595,3,29,N
12:53:33 AM,20000,2460,599,3,36,N
12:53:34 AM,20000,2486,598,3,50,N
12:53:35 AM,20000,2474,600,3,35,N
12:53:36 AM,20000,2500,602,3,46,N
12:53:37 AM,20000,2485,595,4,27,N
12:53:38 AM,20000,2484,603,4,32,N
12:53:39 AM,20000,2498,600,3,32,N
12:53:40 AM,20000,2464,596,3,48,N
12:53:41 AM,20000,2499,597,3,49,N
12:53:42 AM,20000,2473,601,4,26,N
12:53:43 AM,20000,2474,598,5,29,N
12:53:44 AM,20000,2452,602,5,33,N
12:53:45 AM,20000,2484,603,5,50,N
12:53:46 AM,20000,2468,601,5,49,N
12:53:47 AM,20000,2490,600,2,25,N
12:53:48 AM,20000,2462,595,2,44,N
12:53:49 AM,20000,2498,595,5,31,N
12:53:50 AM,20000,2460,602,2,38,N
12:53:51 AM,20000,2491,600,4,42,N
12:53:52 AM,20000,2453,596,3,44,N
12:53:53 AM,20000,2456,602,3,32,N
12:53:54 AM,20000,2478,603,3,39,N
12:53:55 AM,20000,2465,600,5,37,N
12:53:56 AM,20000,2475,597,2,26,N
12:53:57 AM,20000,2455,595,5,49,N
12:53:58 AM,20000,2471,603,4,40,N
12:53:59 AM,20000,2483,600,4,43,N
12:54:00 AM,20000,2455,599,5,32,N
12:54:01 AM,20000,2476,600,5,44,N
12:54:02 AM,20000,2485,602,3,50,N
12:54:03 AM,20000,2476,595,5,33,N
12:54:04 AM,20000,2465,603,5,38,N
12:54:05 AM,20000,2496,603,4,44,N
12:54:06 AM,20000,2478,596,2,30,N
12:54:07 AM,20000,2483,596,2,37,N
12:54:08 AM,20000,2484,595,3,43,N
12:54:09 AM,20000,2483,603,4,38,N
12:54:10 AM,20000,2488,600,5,45,N
12:54:11 AM,20000,2484,603,5,40,N
12:54:12 AM,20000,2489,602,3,26,N
12:54:13 AM,20000,2478,599,2,46,N
12:54:14 AM,20000,2495,598,4,42,N
12:54:15 AM,20000,2486,600,4,38,N
12:54:16 AM,20000,2455,602,5,25,N
12:54:17 AM,20000,2478,596,3,35,N
12:54:18 AM,20000,2485,600,2,26,N
12:54:19 AM,20000,2486,600,5,39,N
12:54:20 AM,20000,2491,598,4,44,N
12:54:21 AM,20000,2498,599,3,25,N
12:54:22 AM,20000,2470,602,3,34,N
12:54:23 AM,20000,2454,603,3,39,N
12:54:24 AM,20000,2472,597,4,33,N
12:54:25 AM,20000,2483,602,4,27,N
12:54:26 AM,20000,2482,598,4,37,N
12:54:27 AM,20000,2494,597,3,48,N
12:54:28 AM,20000,2451,600,3,48,N
12:54:29 AM,20000,2453,603,3,28,N
12:54:30 AM,20000,2450,601,3,35,N
12:54:31 AM,20000,2467,599,2,42,N
12:54:32 AM,20000,2461,597,3,31,N
12:54:33 AM,20000,2497,601,2,33,N
12:54:34 AM,20000,2487,599,2,33,N
12:54:35 AM,20000,2489,602,5,37,N
12:54:36 AM,20000,2484,601,3,43,N
12:54:37 AM,20000,2491,600,5,41,N
12:54:38 AM,20000,2458,595,3,27,N
12:54:39 AM,20000,2494,596,5,28,N
12:54:40 AM,20000,2483,595,2,26,N
12:54:41 AM,20000,2486,599,2,28,N
12:54:42 AM,20000,2477,595,5,47,N
12:54:43 AM,20000,2457,597,3,48,N
12:54:44 AM,20000,2468,595,4,40,N
12:54:45 AM,20000,2482,599,3,47,N
12:54:46 AM,20000,2459,601,3,45,N
12:54:47 AM,20000,2468,595,5,44,N
12:54:48 AM,20000,2450,596,5,34,N
12:54:49 AM,20000,2495,595,4,49,N
12:54:50 AM,20000,2488,599,5,45,N
12:54:51 AM,20000,2486,602,2,29,N
12:54:52 AM,20000,2487,596,3,28,N
12:54:53 AM,20000,2464,598,4,32,N
12:54:54 AM,20000,2478,595,5,43,N
12:54:55 AM,20000,2500,602,5,33,N
12:54:56 AM,20000,2474,602,4,39,N
12:54:57 AM,20000,2480,596,3,42,N
12:54:58 AM,20000,2493,599,4,32,N
12:54:59 AM,20000,2456,600,3,45,N
12:55:00 AM,20000,2461,597,5,45,N
12:55:01 AM,20000,2486,600,4,41,N
12:55:02 AM,20000,2474,598,2,34,N
12:55:03 AM,20000,2480,597,3,37,N
12:55:04 AM,20000,2455,603,4,36,N
12:55:05 AM,20000,2450,597,5,49,N
12:55:06 AM,20000,2478,601,4,38,N
12:55:07 AM,20000,2494,600,2,36,N
12:55:08 AM,20000,2495,603,4,44,N
12:55:09 AM,20000,2475,602,2,40,N
12:55:10 AM,20000,2494,597,5,31,N
12:55:11 AM,20000,2459,602,3,37,N
12:55:12 AM,20000,2450,600,3,33,N
12:55:13 AM,20000,2470,598,2,39,N
12:55:14 AM,20000,2451,596,4,36,N
12:55:15 AM,20000,2481,597,5,50,N
12:55:16 AM,20000,2494,595,4,37,N
12:55:17 AM,20000,2493,602,5,25,N
12:55:18 AM,20000,2458,599,5,45,N
12:55:19 AM,20000,2466,598,5,50,N
12:55:20 AM,20000,2475,596,2,50,N
12:55:21 AM,20000,2471,595,3,31,N
12:55:22 AM,20000,2500,601,4,27,N
12:55:23 AM,20000,2486,595,2,45,N
12:55:24 AM,20000,2464,598,2,26,N
12:55:25 AM,20000,2467,595,3,26,N
12:55:26 AM,20000,2483,600,5,48,N
12:55:27 AM,20000,2462,598,5,25,N
12:55:28 AM,20000,2472,597,5,49,N
12:55:29 AM,20000,2499,600,5,38,N
12:55:30 AM,20000,2469,603,3,38,N
12:55:31 AM,20000,2499,599,5,39,N
12:55:32 AM,20000,2496,602,3,39,N
12:55:33 AM,20000,2454,597,3,33,N
12:55:34 AM,20000,2464,601,4,32,N
12:55:35 AM,20000,2481,603,4,36,N
12:55:36 AM,20000,2479,599,3,40,N
12:55:37 AM,20000,2497,602,3,37,N
12:55:38 AM,20000,2470,595,4,49,N
12:55:39 AM,20000,2466,596,3,25,N
12:55:40 AM,20000,2474,595,3,28,N
12:55:41 AM,20000,2462,603,5,34,N
12:55:42 AM,20000,2451,596,3,47,N
12:55:43 AM,20000,2467,601,2,38,N
12:55:44 AM,20000,2475,598,3,47,N
12:55:45 AM,20000,2475,596,4,36,N
12:55:46 AM,20000,2493,602,3,41,N
12:55:47 AM,20000,2468,596,2,48,N
12:55:48 AM,20000,2459,599,2,29,N
12:55:49 AM,20000,2474,601,5,41,N
12:55:50 AM,20000,2457,596,3,27,N
12:55:51 AM,20000,2464,595,3,39,N
12:55:52 AM,20000,2466,596,4,41,N
12:55:53 AM,20000,2489,599,3,30,N
12:55:54 AM,20000,2485,597,5,34,N
12:55:55 AM,20000,2481,600,2,39,N
12:55:56 AM,20000,2492,600,5,38,N
12:55:57 AM,20000,2497,595,5,49,N
12:55:58 AM,20000,2463,595,4,29,N
12:55:59 AM,20000,2482,596,2,48,N
12:56:00 AM,20000,2480,600,2,28,N
12:56:01 AM,20000,2458,601,2,32,N
12:56:02 AM,20000,2453,596,3,32,N
12:56:03 AM,20000,2490,600,3,29,N
12:56:04 AM,20000,2480,597,5,41,N
12:56:05 AM,20000,2490,596,2,42,N
12:56:06 AM,20000,2474,600,5,29,N
12:56:07 AM,20000,2459,599,3,26,N
12:56:08 AM,20000,2453,596,4,25,N
12:56:09 AM,20000,2460,598,5,34,N
12:56:10 AM,20000,2461,597,4,33,N
12:56:11 AM,20000,2451,600,2,47,N
12:56:12 AM,20000,2451,602,2,33,N
12:56:13 AM,20000,2482,597,4,47,N
12:56:14 AM,20000,2471,597,5,44,N
12:56:15 AM,20000,2481,603,2,33,N
12:56:16 AM,20000,2468,597,5,43,N
12:56:17 AM,20000,2495,598,4,38,N
12:56:18 AM,20000,2465,602,2,26,N
12:56:19 AM,20000,2486,596,5,27,N
12:56:20 AM,20000,2461,595,2,47,N
12:56:21 AM,20000,2488,595,2,40,N
12:56:22 AM,20000,2476,598,5,29,N
12:56:23 AM,20000,2475,602,2,27,N
12:56:24 AM,20000,2487,599,5,25,N
12:56:25 AM,20000,2496,600,2,31,N
12:56:26 AM,20000,2454,595,3,42,N
12:56:27 AM,20000,2457,599,2,48,N
12:56:28 AM,20000,2452,600,4,43,N
12:56:29 AM,20000,2463,600,3,27,N
12:56:30 AM,20000,2462,603,4,45,N
12:56:31 AM,20000,2454,603,3,35,N
12:56:32 AM,20000,2496,596,5,40,N
12:56:33 AM,20000,2489,598,2,28,N
12:56:34 AM,20000,2487,602,5,42,N
12:56:35 AM,20000,2481,602,3,41,N
12:56:36 AM,20000,2475,600,3,31,N
12:56:37 AM,20000,2480,597,3,35,N
12:56:38 AM,20000,2471,601,3,28,N
12:56:39 AM,20000,2497,602,2,30,N
12:56:40 AM,20000,2458,599,5,37,N
12:56:41 AM,20000,2451,602,5,45,N
12:56:42 AM,20000,2486,602,5,26,N
12:56:43 AM,20000,2465,603,4,26,N
12:56:44 AM,20000,2455,599,3,48,N
12:56:45 AM,20000,2494,599,5,31,N
12:56:46 AM,20000,2482,600,3,30,N
12:56:47 AM,20000,2458,598,5,46,N
12:56:48 AM,20000,2491,597,4,43,N
12:56:49 AM,20000,2492,598,3,43,N
12:56:50 AM,20000,2474,595,5,43,N
12:56:51 AM,20000,2471,602,4,37,N
12:56:52 AM,20000,2470,598,2,47,N
12:56:53 AM,20000,2484,599,5,35,N
12:56:54 AM,20000,2487,599,2,29,N
12:56:55 AM,20000,2493,602,4,44,N
12:56:56 AM,20000,2462,602,4,34,N
12:56:57 AM,20000,2474,596,3,26,N
12:56:58 AM,20000,2462,601,5,29,N
12:56:59 AM,20000,2474,596,4,37,N
12:57:00 AM,20000,2479,601,3,50,N
12:57:01 AM,20000,2465,603,3,49,N
12:57:02 AM,20000,2495,602,3,44,N
12:57:03 AM,20000,2453,598,2,49,N
12:57:04 AM,20000,2457,597,3,40,N
12:57:05 AM,20000,2461,595,2,33,N
12:57:06 AM,20000,2464,601,4,41,N
12:57:07 AM,20000,2477,602,3,41,N
12:57:08 AM,20000,2497,603,3,39,N
12:57:09 AM,20000,2463,601,4,50,N
12:57:10 AM,20000,2500,599,5,43,N
12:57:11 AM,20000,2481,601,2,25,N
12:57:12 AM,20000,2499,600,2,35,N
12:57:13 AM,20000,2485,602,5,34,N
12:57:14 AM,20000,2481,599,5,28,N
12:57:15 AM,20000,2463,601,3,41,N
12:57:16 AM,20000,2471,598,4,33,N
12:57:17 AM,20000,2479,601,5,32,N
12:57:18 AM,20000,2462,599,4,45,N
12:57:19 AM,20000,2451,597,3,42,N
12:57:20 AM,20000,2486,600,4,33,N
12:57:21 AM,20000,2478,600,5,38,N
12:57:22 AM,20000,2478,603,2,46,N
12:57:23 AM,20000,2455,596,5,27,N
12:57:24 AM,20000,2465,599,4,49,N
12:57:25 AM,20000,2463,601,2,37,N
12:57:26 AM,20000,2495,599,5,30,N
12:57:27 AM,20000,2500,602,5,40,N
12:57:28 AM,20000,2468,602,2,31,N
12:57:29 AM,20000,2474,598,3,46,N
12:57:30 AM,20000,2496,597,3,25,N
12:57:31 AM,20000,2464,603,4,49,N
12:57:32 AM,20000,2468,595,3,49,N
12:57:33 AM,20000,2485,597,5,30,N
12:57:34 AM,20000,2489,595,2,41,N
12:57:35 AM,20000,2497,596,5,42,N
12:57:36 AM,20000,2452,603,5,44,N
12:57:37 AM,20000,2500,600,4,46,N
12:57:38 AM,20000,2450,596,4,50,N
12:57:39 AM,20000,2453,597,2,46,N
12:57:40 AM,20000,2483,598,3,33,N
12:57:41 AM,20000,2480,602,3,50,N
12:57:42 AM,20000,2462,596,2,28,N
12:57:43 AM,20000,2457,597,5,47,N
12:57:44 AM,20000,2496,598,5,28,N
12:57:45 AM,20000,2486,597,5,40,N
12:57:46 AM,20000,2472,600,2,43,N
12:57:47 AM,20000,2469,596,3,29,N
12:57:48 AM,20000,2451,600,5,39,N
12:57:49 AM,20000,2489,597,2,35,N
12:57:50 AM,20000,2486,602,3,49,N
12:57:51 AM,20000,2483,599,5,34,N
12:57:52 AM,20000,2480,603,3,36,N
12:57:53 AM,20000,2486,598,3,26,N
12:57:54 AM,20000,2479,598,4,32,N
12:57:55 AM,20000,2477,597,4,33,N
12:57:56 AM,20000,2455,595,3,36,N
12:57:57 AM,20000,2453,596,4,43,N
12:57:58 AM,20000,2452,597,5,48,N
12:57:59 AM,20000,2472,602,3,43,N
12:58:00 AM,20000,2470,597,2,27,N
12:58:01 AM,20000,2496,598,4,39,N
12:58:02 AM,20000,2494,602,2,34,N
12:58:03 AM,20000,2494,595,4,47,N
12:58:04 AM,20000,2497,597,3,28,N
12:58:05 AM,20000,2489,596,3,34,N
12:58:06 AM,20000,2465,597,2,32,N
12:58:07 AM,20000,2455,599,2,40,N
12:58:08 AM,20000,2455,601,3,31,N
12:58:09 AM,20000,2455,597,4,46,N
12:58:10 AM,20000,2494,602,5,29,N
12:58:11 AM,20000,2492,599,5,47,N
12:58:12 AM,20000,2463,595,3,44,N
12:58:13 AM,20000,2476,596,4,25,N
12:58:14 AM,20000,2485,599,4,33,N
12:58:15 AM,20000,2466,601,3,40,N
12:58:16 AM,20000,2451,600,2,40,N
12:58:17 AM,20000,2461,601,2,32,N
12:58:18 AM,20000,2459,602,4,25,N
12:58:19 AM,20000,2456,601,4,46,N
12:58:20 AM,20000,2451,595,4,36,N
12:58:21 AM,20000,2494,595,2,49,N
12:58:22 AM,20000,2477,597,3,25,N
12:58:23 AM,20000,2473,598,4,25,N
12:58:24 AM,20000,2499,600,5,34,N
12:58:25 AM,20000,2461,602,5,26,N
12:58:26 AM,20000,2458,603,2,38,N
12:58:27 AM,20000,2464,595,4,39,N
12:58:28 AM,20000,2496,598,3,38,N
12:58:29 AM,20000,2464,598,4,25,N
12:58:30 AM,20000,2459,598,4,47,N
12:58:31 AM,20000,2455,603,5,40,N
12:58:32 AM,20000,2474,601,5,44,N
12:58:33 AM,20000,2481,595,3,27,N
12:58:34 AM,20000,2470,599,4,31,N
12:58:35 AM,20000,2485,595,5,27,N
12:58:36 AM,20000,2460,596,5,49,N
12:58:37 AM,20000,2467,599,2,37,N
12:58:38 AM,20000,2484,596,2,38,N
12:58:39 AM,20000,2482,603,4,47,N
12:58:40 AM,20000,2476,596,2,39,N
12:58:41 AM,20000,2491,603,2,31,N
12:58:42 AM,20000,2452,602,4,45,N
12:58:43 AM,20000,2466,600,5,27,N
12:58:44 AM,20000,2464,599,2,34,N
12:58:45 AM,20000,2464,602,2,46,N
12:58:46 AM,20000,2463,596,2,37,N
12:58:47 AM,20000,2482,600,3,27,N
12:58:48 AM,20000,2483,596,5,38,N
12:58:49 AM,20000,2492,595,2,39,N
12:58:50 AM,20000,2494,598,4,25,N
12:58:51 AM,20000,2458,599,4,42,N
12:58:52 AM,20000,2457,601,3,31,N
12:58:53 AM,20000,2492,595,3,30,N
12:58:54 AM,20000,2458,596,2,39,N
12:58:55 AM,20000,2485,601,2,38,N
12:58:56 AM,20000,2487,601,2,29,N
12:58:57 AM,20000,2453,603,2,35,N
12:58:58 AM,20000,2492,599,4,45,N
12:58:59 AM,20000,2451,595,2,30,N
12:59:00 AM,20000,2470,603,4,37,N
12:59:01 AM,20000,2468,600,5,25,N
12:59:02 AM,20000,2461,598,2,41,N
12:59:03 AM,20000,2490,595,5,41,N
12:59:04 AM,20000,2456,600,5,41,N
12:59:05 AM,20000,2458,595,2,25,N
12:59:06 AM,20000,2461,602,4,48,N
12:59:07 AM,20000,2464,601,5,30,N
12:59:08 AM,20000,2465,602,4,43,N
12:59:09 AM,20000,2479,601,2,42,N
12:59:10 AM,20000,2451,601,4,28,N
12:59:11 AM,20000,2493,602,4,33,N
12:59:12 AM,20000,2486,596,5,34,N
12:59:13 AM,20000,2482,596,4,41,N
12:59:14 AM,20000,2452,596,2,35,N
12:59:15 AM,20000,2485,601,3,42,N
12:59:16 AM,20000,2450,599,4,25,N
